Name,Points,Unnamed: 1_level_0Age,GamesG,GamesGS,RushingRush,RushingYds,RushingTD,Rushing1D,RushingLng,RushingY/A,RushingY/G,RushingA/G,ReceivingTgt,ReceivingRec,ReceivingYds,ReceivingY/R,ReceivingTD,Receiving1D,ReceivingLng,ReceivingR/G,ReceivingY/G,ReceivingCtch%,ReceivingY/Tgt,Total YdsTouch,Total YdsY/Tch,Total YdsYScm,Unnamed: 29_level_0RRTD,Unnamed: 30_level_0Fmb
Isaiah McKenzie,147.3,24,15,8,8,49,0,4,16,6.1,3.3,0.5,39,27,254,9.4,1,12,46,1.8,16.9,0.692,6.5,35,8.7,303,1,0
Isaiah McKenzie,95.5,25,16,7,10,9,0,2,14,0.9,0.6,0.6,34,30,282,9.4,5,17,46,1.9,17.6,0.882,8.3,40,7.3,291,5,0
Isaiah McKenzie,215.4,26,15,2,9,47,1,4,10,5.2,3.1,0.6,26,20,178,8.9,1,13,28,1.3,11.9,0.769,6.8,29,7.8,225,2,2
Isaiah McKenzie,367.7,22,14,14,240,1070,7,54,47,4.5,76.4,17.1,60,49,344,7,3,15,28,3.5,24.6,0.817,5.7,289,4.9,1414,10,3
James Robinson,181.8,23,14,13,164,767,8,41,58,4.7,54.8,11.7,46,31,222,7.2,0,9,26,2.2,15.9,0.674,4.8,195,5.1,989,8,4
James Robinson,210.1,22,11,0,0,0,0,0,0,0,0,0,34,16,257,16.1,0,12,54,1.5,23.4,0.471,7.6,16,16.1,257,0,0
Kendrick Bourne,167.4,23,16,8,0,0,0,0,0,0,0,0,66,42,487,11.6,4,30,33,2.6,30.4,0.636,7.4,42,11.6,487,4,1
Kendrick Bourne,261.1,24,16,0,0,0,0,0,0,0,0,0,44,30,358,11.9,5,23,30,1.9,22.4,0.682,8.1,30,11.9,358,5,0
Kendrick Bourne,360.5,25,15,5,0,0,0,0,0,0,0,0,74,49,667,13.6,2,35,49,3.3,44.5,0.662,9,49,13.6,667,2,0
Kendrick Bourne,178.9,26,17,5,12,125,0,7,18,10.4,7.4,0.7,70,55,800,14.5,5,27,75,3.2,47.1,0.786,11.4,67,13.8,925,5,1
Kendrick Bourne,46,24,16,1,0,0,0,0,0,0,0,0,6,4,77,19.3,1,3,54,0.3,4.8,0.667,12.8,4,19.3,77,1,0
Robert Tonyan,293.8,25,11,1,0,0,0,0,0,0,0,0,15,10,100,10,1,4,28,0.9,9.1,0.667,6.7,10,10,100,1,0
Robert Tonyan,91.2,26,16,8,0,0,0,0,0,0,0,0,59,52,586,11.3,11,33,45,3.3,36.6,0.881,9.9,52,11.3,586,11,0
Robert Tonyan,206,27,8,5,0,0,0,0,0,0,0,0,29,18,204,11.3,2,10,33,2.3,25.5,0.621,7,18,11.3,204,2,0
Robert Tonyan,84.6,22,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Demarcus Robinson,132.4,23,16,8,0,0,0,0,0,0,0,0,39,21,212,10.1,0,12,33,1.3,13.3,0.538,5.4,21,10.1,212,0,0
Demarcus Robinson,190.7,24,16,5,0,0,0,0,0,0,0,0,33,22,288,13.1,4,12,89,1.4,18,0.667,8.7,22,13.1,288,4,0
Demarcus Robinson,198.8,25,16,10,0,0,0,0,0,0,0,0,55,32,449,14,4,19,44,2,28.1,0.582,8.2,32,14,449,4,0
Demarcus Robinson,122.2,26,16,9,0,0,0,0,0,0,0,0,59,45,466,10.4,3,26,28,2.8,29.1,0.763,7.9,45,10.4,466,3,2
Demarcus Robinson,193.4,27,17,10,0,0,0,0,0,0,0,0,41,25,264,10.6,3,13,33,1.5,15.5,0.61,6.4,25,10.6,264,3,0
Demarcus Robinson,244.8,21,13,13,181,803,4,39,31,4.4,61.8,13.9,54,36,297,8.3,1,12,26,2.8,22.8,0.667,5.5,217,5.1,1100,5,0
Clyde Edwards-Helaire,188.9,22,10,10,119,517,4,21,17,4.3,51.7,11.9,23,19,129,6.8,2,8,29,1.9,12.9,0.826,5.6,138,4.7,646,6,2
Clyde Edwards-Helaire,224.8,22,14,3,0,0,0,0,0,0,0,0,27,19,271,14.3,3,16,44,1.4,19.4,0.704,10,19,14.3,271,3,0
Austin Hooper,293,23,16,8,0,0,0,0,0,0,0,0,65,49,526,10.7,3,18,88,3.1,32.9,0.754,8.1,49,10.7,526,3,0
Austin Hooper,347.1,24,16,7,0,0,0,0,0,0,0,0,88,71,660,9.3,4,30,36,4.4,41.3,0.807,7.5,71,9.3,660,4,0
Austin Hooper,200.5,25,13,10,0,0,0,0,0,0,0,0,97,75,787,10.5,6,41,35,5.8,60.5,0.773,8.1,75,10.5,787,6,0
Austin Hooper,159.5,26,13,13,0,0,0,0,0,0,0,0,70,46,435,9.5,4,27,36,3.5,33.5,0.657,6.2,46,9.5,435,4,0
Austin Hooper,186.2,27,16,16,0,0,0,0,0,0,0,0,61,38,345,9.1,3,18,34,2.4,21.6,0.623,5.7,38,9.1,345,3,0
Austin Hooper,241.8,23,11,6,137,718,2,37,43,5.2,65.3,12.5,2,2,20,10,0,1,13,0.2,1.8,1,10,139,5.3,738,2,0
Gus Edwards,298.6,24,16,1,133,711,2,46,63,5.3,44.4,8.3,7,7,45,6.4,0,2,10,0.4,2.8,1,6.4,140,5.4,756,2,2
Gus Edwards,145.9,25,16,6,144,723,6,45,36,5,45.2,9,13,9,129,14.3,0,4,34,0.6,8.1,0.692,9.9,153,5.6,852,6,1
Gus Edwards,190.4,22,15,0,0,0,0,0,0,0,0,0,10,6,63,10.5,0,2,22,0.4,4.2,0.6,6.3,6,10.5,63,0,0
Russell Gage,334.5,23,16,4,4,12,0,0,6,3,0.8,0.3,74,49,446,9.1,1,25,19,3.1,27.9,0.662,6,53,8.6,458,1,1
Russell Gage,317,24,16,8,2,9,0,1,11,4.5,0.6,0.1,109,72,786,10.9,4,50,35,4.5,49.1,0.661,7.2,74,10.7,795,4,0
Russell Gage,206.8,25,14,9,0,0,0,0,0,0,0,0,94,66,770,11.7,4,37,49,4.7,55,0.702,8.2,66,11.7,770,4,2
Russell Gage,434.1,22,16,8,0,0,0,0,0,0,0,0,68,33,507,15.4,2,21,49,2.1,31.7,0.485,7.5,33,15.4,507,2,0
Michael Gallup,341.9,23,14,12,0,0,0,0,0,0,0,0,113,66,1107,16.8,6,50,62,4.7,79.1,0.584,9.8,66,16.8,1107,6,0
Michael Gallup,180.5,24,16,15,0,0,0,0,0,0,0,0,105,59,843,14.3,5,44,55,3.7,52.7,0.562,8,59,14.3,843,5,0
Michael Gallup,190.2,25,9,8,0,0,0,0,0,0,0,0,62,35,445,12.7,2,23,41,3.9,49.4,0.565,7.2,35,12.7,445,2,0
Michael Gallup,61,22,13,7,0,0,0,0,0,0,0,0,25,21,174,8.3,5,14,23,1.6,13.4,0.84,7,21,8.3,174,5,0
Foster Moreau,157.9,23,16,2,0,0,0,0,0,0,0,0,9,7,140,20,2,5,47,0.4,8.8,0.778,15.6,7,20,140,2,0
Foster Moreau,169.6,24,17,11,0,0,0,0,0,0,0,0,44,30,373,12.4,3,16,44,1.8,21.9,0.682,8.5,30,12.4,373,3,1
Foster Moreau,445.8,21,15,0,2,5,0,0,4,2.5,0.3,0.1,31,25,375,15,1,15,61,1.7,25,0.806,12.1,27,14.1,380,1,3
Randall Cobb,208.3,22,15,8,10,132,0,7,28,13.2,8.8,0.7,104,80,954,11.9,8,47,39,5.3,63.6,0.769,9.2,90,12.1,1086,8,4
Randall Cobb,554.2,23,6,4,4,78,0,1,67,19.5,13,0.7,47,31,433,14,4,18,48,5.2,72.2,0.66,9.2,35,14.6,511,4,0
Randall Cobb,376.7,24,16,16,11,37,0,1,12,3.4,2.3,0.7,127,91,1287,14.1,12,71,70,5.7,80.4,0.717,10.1,102,13,1324,12,3
Randall Cobb,274.9,25,16,15,13,50,0,3,12,3.8,3.1,0.8,129,79,829,10.5,6,42,53,4.9,51.8,0.612,6.4,92,9.6,879,6,1
Randall Cobb,289,26,13,10,10,33,0,4,14,3.3,2.5,0.8,84,60,610,10.2,4,36,47,4.6,46.9,0.714,7.3,70,9.2,643,4,1
Randall Cobb,160.9,27,15,14,9,17,0,1,10,1.9,1.1,0.6,92,66,653,9.9,4,30,46,4.4,43.5,0.717,7.1,75,8.9,670,4,1
Randall Cobb,320.7,28,9,6,0,0,0,0,0,0,0,0,61,38,383,10.1,2,18,75,4.2,42.6,0.623,6.3,38,10.1,383,2,2
Randall Cobb,188.3,29,15,6,3,11,0,0,7,3.7,0.7,0.2,83,55,828,15.1,3,41,59,3.7,55.2,0.663,10,58,14.5,839,3,2
Randall Cobb,168.8,30,10,2,0,0,0,0,0,0,0,0,48,38,441,11.6,3,20,34,3.8,44.1,0.792,9.2,38,11.6,441,3,0
Randall Cobb,163.1,31,12,3,1,1,0,0,1,1,0.1,0.1,39,28,375,13.4,5,21,54,2.3,31.3,0.718,9.6,29,13,376,5,1
Randall Cobb,28,22,13,2,0,0,0,0,0,0,0,0,28,19,210,11.1,1,11,21,1.5,16.2,0.679,7.5,19,11.1,210,1,0
Trent Sherfield,20,23,16,1,0,0,0,0,0,0,0,0,13,4,80,20,0,4,38,0.3,5,0.308,6.2,4,20,80,0,0
Trent Sherfield,41.1,24,15,1,0,0,0,0,0,0,0,0,7,5,50,10,0,2,26,0.3,3.3,0.714,7.1,5,10,50,0,0
Trent Sherfield,167.1,25,17,1,0,0,0,0,0,0,0,0,20,9,87,9.7,1,7,18,0.5,5.1,0.45,4.4,9,9.7,87,1,0
Trent Sherfield,146.7,25,12,0,1,0,0,0,0,0,0,0.1,23,13,163,12.5,1,8,32,1.1,13.6,0.565,7.1,14,11.6,163,1,0
Hayden Hurst,263.3,26,16,4,0,0,0,0,0,0,0,0,39,30,349,11.6,2,16,61,1.9,21.8,0.769,8.9,30,11.6,349,2,0
Hayden Hurst,104.3,27,16,9,0,0,0,0,0,0,0,0,88,56,571,10.2,6,35,42,3.5,35.7,0.636,6.5,56,10.2,571,6,0
Hayden Hurst,188.2,28,13,5,0,0,0,0,0,0,0,0,31,26,221,8.5,3,11,33,2,17,0.839,7.1,26,8.5,221,3,3
Hayden Hurst,284.6,23,16,3,0,0,0,0,0,0,0,0,57,36,469,13,4,25,38,2.3,29.3,0.632,8.2,36,13,469,4,0
Zach Ertz,340.9,24,16,5,0,0,0,0,0,0,0,0,89,58,702,12.1,3,42,35,3.6,43.9,0.652,7.9,58,12.1,702,3,1
Zach Ertz,346.8,25,15,7,0,0,0,0,0,0,0,0,112,75,853,11.4,2,40,60,5,56.9,0.67,7.6,75,11.4,853,2,1
Zach Ertz,367.2,26,14,12,0,0,0,0,0,0,0,0,106,78,816,10.5,4,42,30,5.6,58.3,0.736,7.7,78,10.5,816,4,0
Zach Ertz,510.9,27,14,13,0,0,0,0,0,0,0,0,110,74,824,11.1,8,46,53,5.3,58.9,0.673,7.5,74,11.1,824,8,1
Zach Ertz,396.8,28,16,16,0,0,0,0,0,0,0,0,156,116,1163,10,8,66,34,7.3,72.7,0.744,7.5,116,10,1163,8,1
Zach Ertz,142.5,29,15,15,0,0,0,0,0,0,0,0,135,88,916,10.4,6,50,30,5.9,61.1,0.652,6.8,88,10.4,916,6,1
Zach Ertz,334.1,30,11,11,0,0,0,0,0,0,0,0,72,36,335,9.3,1,16,42,3.3,30.5,0.5,4.7,36,9.3,335,1,0
Zach Ertz,247.4,31,17,14,1,4,0,0,4,4,0.2,0.1,112,74,763,10.3,5,40,47,4.4,44.9,0.661,6.8,75,10.2,767,5,0
Zach Ertz,86.7,0,11,11,1,4,0,0,4,4,0.4,0.1,81,56,574,10.3,3,30,47,5.1,52.2,0.691,7.1,57,10.1,578,3,0
Zach Ertz,192.8,0,6,3,0,0,0,0,0,0,0,0,31,18,189,10.5,2,10,28,3,31.5,0.581,6.1,18,10.5,189,2,0
Zach Ertz,164.4,22,16,0,60,208,2,14,29,3.5,13,3.8,23,20,103,5.2,0,5,13,1.3,6.4,0.87,4.5,80,3.9,311,2,1
Chase Edmonds,334,23,13,2,60,303,4,12,37,5.1,23.3,4.6,21,12,105,8.8,1,5,31,0.9,8.1,0.571,5,72,5.7,408,5,0
Chase Edmonds,323.9,24,16,2,97,448,1,22,32,4.6,28,6.1,67,53,402,7.6,4,21,30,3.3,25.1,0.791,6,150,5.7,850,5,2
Chase Edmonds,154.6,25,12,11,116,592,2,32,54,5.1,49.3,9.7,53,43,311,7.2,0,11,36,3.6,25.9,0.811,5.9,159,5.7,903,2,1
Chase Edmonds,202.8,23,14,1,0,0,0,0,0,0,0,0,8,3,33,11,0,3,19,0.2,2.4,0.375,4.1,3,11,33,0,0
Nick Westbrook-Ikhine,162.1,24,16,7,0,0,0,0,0,0,0,0,57,38,476,12.5,4,23,46,2.4,29.8,0.667,8.4,38,12.5,476,4,1
Nick Westbrook-Ikhine,14,23,12,1,3,13,0,1,17,4.3,1.1,0.3,32,17,283,16.6,3,13,59,1.4,23.6,0.531,8.8,20,14.8,296,3,1
Marquise Goodwin,9.2,24,10,0,3,8,0,1,12,2.7,0.8,0.3,9,1,42,42,0,1,42,0.1,4.2,0.111,4.7,4,12.5,50,0,1
Marquise Goodwin,176.3,25,2,0,0,0,0,0,0,0,0,0,2,2,24,12,0,2,14,1,12,1,12,2,12,24,0,0
Marquise Goodwin,369.8,26,15,9,0,0,0,0,0,0,0,0,68,29,431,14.9,3,20,84,1.9,28.7,0.426,6.3,29,14.9,431,3,0
Marquise Goodwin,166.2,27,16,16,4,44,0,3,18,11,2.8,0.3,105,56,962,17.2,2,46,83,3.5,60.1,0.533,9.2,60,16.8,1006,2,0
Marquise Goodwin,78.3,28,11,8,4,9,0,0,5,2.3,0.8,0.4,43,23,395,17.2,4,19,67,2.1,35.9,0.535,9.2,27,15,404,4,1
Marquise Goodwin,117.6,29,9,6,1,15,0,1,15,15,1.7,0.1,21,12,186,15.5,1,10,38,1.3,20.7,0.571,8.9,13,15.5,201,1,0
Marquise Goodwin,168.6,31,14,2,2,-1,0,0,1,-0.5,-0.1,0.1,40,20,313,15.7,1,12,50,1.4,22.4,0.5,7.8,22,14.2,312,1,1
Marquise Goodwin,176.6,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Isaiah Hodgins,45,23,14,0,111,354,2,20,33,3.2,25.3,7.9,23,23,148,6.4,0,9,35,1.6,10.6,1,6.4,134,3.7,502,2,2
Joshua Kelley,142.4,24,10,0,33,102,0,5,14,3.1,10.2,3.3,6,5,38,7.6,0,1,17,0.5,3.8,0.833,6.3,38,3.7,140,0,1
Joshua Kelley,47.5,23,6,1,0,0,0,0,0,0,0,0,6,2,18,9,0,1,17,0.3,3,0.333,3,2,9,18,0,0
Darren Waller,34.8,24,12,3,0,0,0,0,0,0,0,0,17,10,85,8.5,2,7,15,0.8,7.1,0.588,5,10,8.5,85,2,0
Darren Waller,451,26,4,0,1,21,0,1,21,21,5.3,0.3,6,6,75,12.5,0,4,44,1.5,18.8,1,12.5,7,13.7,96,0,0
Darren Waller,515.8,27,16,16,2,5,0,0,7,2.5,0.3,0.1,117,90,1145,12.7,3,53,75,5.6,71.6,0.769,9.8,92,12.5,1150,3,1
Darren Waller,266.5,28,16,15,0,0,0,0,0,0,0,0,145,107,1196,11.2,9,68,38,6.7,74.8,0.738,8.2,107,11.2,1196,9,2
Darren Waller,162.4,29,11,11,0,0,0,0,0,0,0,0,93,55,665,12.1,2,31,33,5,60.5,0.591,7.2,55,12.1,665,2,0
Darren Waller,286.9,22,13,0,39,147,0,10,22,3.8,11.3,3,6,4,37,9.3,0,1,14,0.3,2.8,0.667,6.2,43,4.3,184,0,0
Darrell Henderson,336.2,23,15,11,138,624,5,40,40,4.5,41.6,9.2,24,16,159,9.9,1,8,28,1.1,10.6,0.667,6.6,154,5.1,783,6,0
Darrell Henderson,150.5,24,12,10,149,688,5,39,29,4.6,57.3,12.4,40,29,176,6.1,3,8,25,2.4,14.7,0.725,4.4,178,4.9,864,8,0
Darrell Henderson,50.2,22,12,7,1,5,0,0,5,5,0.4,0.1,36,21,328,15.6,0,13,54,1.8,27.3,0.583,9.1,22,15.1,333,0,0
Equanimeous St. Brown,42.6,24,12,1,1,7,0,1,7,7,0.6,0.1,13,7,117,16.7,1,6,24,0.6,9.8,0.538,9,8,15.5,124,1,0
Equanimeous St. Brown,138.1,25,13,2,3,14,0,2,13,4.7,1.1,0.2,17,9,98,10.9,0,6,26,0.7,7.5,0.529,5.8,12,9.3,112,0,0
Equanimeous St. Brown,198.7,21,13,0,100,462,1,19,35,4.6,35.5,7.7,12,10,82,8.2,0,3,17,0.8,6.3,0.833,6.8,110,4.9,544,1,1
Alexander Mattison,269.7,22,13,2,96,434,2,24,25,4.5,33.4,7.4,15,13,125,9.6,1,5,28,1,9.6,0.867,8.3,109,5.1,559,3,0
Alexander Mattison,163.2,23,16,4,134,491,3,28,48,3.7,30.7,8.4,39,32,228,7.1,1,10,24,2,14.3,0.821,5.8,166,4.3,719,4,1
Alexander Mattison,332.6,24,16,0,1,-1,0,0,-1,-1,-0.1,0.1,31,19,220,11.6,1,11,31,1.2,13.8,0.613,7.1,20,11,219,1,1
Van Jefferson,152.7,25,17,17,2,20,0,1,10,10,1.2,0.1,89,50,802,16,6,32,79,2.9,47.2,0.562,9,52,15.8,822,6,0
Van Jefferson,159.7,22,13,12,0,0,0,0,0,0,0,0,44,23,283,12.3,1,11,53,1.8,21.8,0.523,6.4,23,12.3,283,1,1
Nelson Agholor,342.5,23,15,14,5,14,0,0,5,2.8,0.9,0.3,69,36,365,10.1,2,15,40,2.4,24.3,0.522,5.3,41,9.2,379,2,1
Nelson Agholor,316.4,24,16,10,1,7,0,1,7,7,0.4,0.1,95,62,768,12.4,8,35,72,3.9,48,0.653,8.1,63,12.3,775,8,0
Nelson Agholor,164,25,16,16,3,32,0,2,16,10.7,2,0.2,97,64,736,11.5,4,28,83,4,46,0.66,7.6,67,11.5,768,4,1
Nelson Agholor,364.8,26,11,10,2,7,0,1,16,3.5,0.6,0.2,69,39,363,9.3,3,17,43,3.5,33,0.565,5.3,41,9,370,3,2
Nelson Agholor,200.2,27,16,13,0,0,0,0,0,0,0,0,82,48,896,18.7,8,37,85,3,56,0.585,10.9,48,18.7,896,8,0
Nelson Agholor,147.6,28,15,13,3,11,0,0,6,3.7,0.7,0.2,64,37,473,12.8,3,23,44,2.5,31.5,0.578,7.4,40,12.1,484,3,0
Nelson Agholor,250,23,16,7,0,0,0,0,0,0,0,0,32,22,202,9.2,0,9,27,1.4,12.6,0.688,6.3,22,9.2,202,0,1
Mike Gesicki,299.9,24,16,5,0,0,0,0,0,0,0,0,89,51,570,11.2,5,25,34,3.2,35.6,0.573,6.4,51,11.2,570,5,1
Mike Gesicki,319,25,15,9,0,0,0,0,0,0,0,0,85,53,703,13.3,6,36,70,3.5,46.9,0.624,8.3,53,13.3,703,6,0
Mike Gesicki,170.6,26,17,9,0,0,0,0,0,0,0,0,112,73,780,10.7,2,39,40,4.3,45.9,0.652,7,73,10.7,780,2,0
Mike Gesicki,165.9,22,14,0,85,419,2,18,38,4.9,29.9,6.1,12,9,75,8.3,0,3,24,0.6,5.4,0.75,6.3,94,5.3,494,2,0
Rashaad Penny,0,23,10,0,65,370,3,16,58,5.7,37,6.5,11,8,83,10.4,1,3,30,0.8,8.3,0.727,7.5,73,6.2,453,4,1
Rashaad Penny,281.1,24,3,0,11,34,0,1,7,3.1,11.3,3.7,0,0,0,0,0,0,0,0,0,0,0,11,3.1,34,0,0
Rashaad Penny,122.6,25,10,6,119,749,6,28,62,6.3,74.9,11.9,8,6,48,8,0,3,27,0.6,4.8,0.75,6,125,6.4,797,6,0
Rashaad Penny,244,22,6,0,0,0,0,0,0,0,0,0,13,7,106,15.1,1,4,43,1.2,17.7,0.538,8.2,7,15.1,106,1,0
Quez Watkins,155.5,23,17,12,1,3,0,0,3,3,0.2,0.1,62,43,647,15,1,25,91,2.5,38.1,0.694,10.4,44,14.8,650,1,0
Quez Watkins,125.7,22,4,4,0,0,0,0,0,0,0,0,14,8,156,19.5,2,5,66,2,39,0.571,11.1,8,19.5,156,2,0
Will Dissly,111.3,23,6,6,1,7,0,0,7,7,1.2,0.2,27,23,262,11.4,4,14,38,3.8,43.7,0.852,9.7,24,11.2,269,4,1
Will Dissly,94.3,24,16,12,0,0,0,0,0,0,0,0,29,24,251,10.5,2,12,28,1.5,15.7,0.828,8.7,24,10.5,251,2,0
Will Dissly,156.7,25,15,14,0,0,0,0,0,0,0,0,26,21,231,11,1,11,39,1.4,15.4,0.808,8.9,21,11,231,1,1
Will Dissly,507.4,22,13,13,6,56,0,4,19,9.3,4.3,0.5,95,54,959,17.8,8,36,80,4.2,73.8,0.568,10.1,60,16.9,1015,8,1
Julio Jones,225.1,23,16,15,6,30,0,3,18,5,1.9,0.4,128,79,1198,15.2,10,56,80,4.9,74.9,0.617,9.4,85,14.4,1228,10,0
Julio Jones,614.2,24,5,5,1,7,0,1,7,7,1.4,0.2,59,41,580,14.1,2,25,81,8.2,116,0.695,9.8,42,14,587,2,2
Julio Jones,739.3,25,15,15,1,1,0,1,1,1,0.1,0.1,163,104,1593,15.3,6,76,79,6.9,106.2,0.638,9.8,105,15.2,1594,6,2
Julio Jones,541.7,26,16,16,0,0,0,0,0,0,0,0,203,136,1871,13.8,8,93,70,8.5,116.9,0.67,9.2,136,13.8,1871,8,3
Julio Jones,543.7,27,14,14,0,0,0,0,0,0,0,0,129,83,1409,17,6,64,75,5.9,100.6,0.643,10.9,83,17,1409,6,0
Julio Jones,663.7,28,16,16,1,15,0,1,15,15,0.9,0.1,148,88,1444,16.4,3,67,53,5.5,90.3,0.595,9.8,89,16.4,1459,3,0
Julio Jones,550.3,29,16,16,2,12,0,1,11,6,0.8,0.1,170,113,1677,14.8,8,80,58,7.1,104.8,0.665,9.9,115,14.7,1689,8,2
Julio Jones,300.3,30,15,15,2,-3,0,0,1,-1.5,-0.2,0.1,157,99,1394,14.1,6,77,54,6.6,92.9,0.631,8.9,101,13.8,1391,6,1
Julio Jones,167.2,31,9,9,0,0,0,0,0,0,0,0,68,51,771,15.1,3,36,44,5.7,85.7,0.75,11.3,51,15.1,771,3,0
Julio Jones,139.2,32,10,10,0,0,0,0,0,0,0,0,48,31,434,14,1,19,51,3.1,43.4,0.646,9,31,14,434,1,0
Julio Jones,584,21,10,8,0,0,0,0,0,0,0,0,81,48,548,11.4,2,26,54,4.8,54.8,0.593,6.8,48,11.4,548,2,0
Allen Robinson,371.9,22,16,16,0,0,0,0,0,0,0,0,151,80,1400,17.5,14,61,90,5,87.5,0.53,9.3,80,17.5,1400,14,0
Allen Robinson,6.1,23,16,16,0,0,0,0,0,0,0,0,151,73,883,12.1,6,51,42,4.6,55.2,0.483,5.8,73,12.1,883,6,1
Allen Robinson,305.9,24,1,1,0,0,0,0,0,0,0,0,1,1,17,17,0,1,17,1,17,1,17,1,17,17,0,0
Allen Robinson,484.7,25,13,12,1,9,0,0,9,9,0.7,0.1,94,55,754,13.7,4,36,43,4.2,58,0.585,8,56,13.6,763,4,1
Allen Robinson,512.7,26,16,15,1,2,0,0,2,2,0.1,0.1,154,98,1147,11.7,7,63,49,6.1,71.7,0.636,7.4,99,11.6,1149,7,0
Allen Robinson,167,27,16,16,1,-1,0,0,-1,-1,-0.1,0.1,151,102,1250,12.3,6,68,42,6.4,78.1,0.675,8.3,103,12.1,1249,6,0
Allen Robinson,152.7,28,12,11,0,0,0,0,0,0,0,0,66,38,410,10.8,1,22,39,3.2,34.2,0.576,6.2,38,10.8,410,1,0
Allen Robinson,377.5,22,16,0,105,465,2,23,33,4.4,29.1,6.6,36,21,180,8.6,1,9,32,1.3,11.3,0.583,5,126,5.1,645,3,1
Matt Breida,249.9,23,14,13,153,814,3,36,66,5.3,58.1,10.9,31,27,261,9.7,2,12,26,1.9,18.6,0.871,8.4,180,6,1075,5,1
Matt Breida,110,24,13,5,123,623,1,23,83,5.1,47.9,9.5,22,19,120,6.3,1,6,17,1.5,9.2,0.864,5.5,142,5.2,743,2,2
Matt Breida,82.1,25,12,1,59,254,0,11,24,4.3,21.2,4.9,10,9,96,10.7,0,5,31,0.8,8,0.9,9.6,68,5.1,350,0,2
Matt Breida,127.4,26,9,0,26,125,1,5,28,4.8,13.9,2.9,9,7,72,10.3,2,4,23,0.8,8,0.778,8,33,6,197,3,1
Matt Breida,259,22,14,12,18,91,0,6,17,5.1,6.5,1.3,79,58,600,10.3,5,33,36,4.1,42.9,0.734,7.6,76,9.1,691,5,0
Laviska Shenault Jr.,140.1,23,16,10,11,41,0,2,11,3.7,2.6,0.7,100,63,619,9.8,0,30,58,3.9,38.7,0.63,6.2,74,8.9,660,0,1
Laviska Shenault Jr.,260.8,24,13,4,0,0,0,0,0,0,0,0,71,49,605,12.3,4,30,65,3.8,46.5,0.69,8.5,49,12.3,605,4,1
Hunter Renfrow,459.3,25,16,6,0,0,0,0,0,0,0,0,77,56,656,11.7,2,32,53,3.5,41,0.727,8.5,56,11.7,656,2,2
Hunter Renfrow,141,26,17,9,3,3,0,0,5,1,0.2,0.2,128,103,1038,10.1,9,51,54,6.1,61.1,0.805,8.1,106,9.8,1041,9,5
Hunter Renfrow,238.3,21,16,5,4,17,0,1,9,4.3,1.1,0.3,41,26,538,20.7,6,18,83,1.6,33.6,0.634,13.1,30,18.5,555,6,2
Mecole Hardman,286.7,22,16,8,4,31,0,2,20,7.8,1.9,0.3,62,41,560,13.7,4,23,49,2.6,35,0.661,9,45,13.1,591,4,2
Mecole Hardman,157.4,23,17,8,8,46,0,2,24,5.8,2.7,0.5,83,59,693,11.7,2,33,53,3.5,40.8,0.711,8.3,67,11,739,2,3
Mecole Hardman,73.5,23,1,0,2,7,0,0,5,3.5,7,2,0,0,0,0,0,0,0,0,0,0,0,2,3.5,7,0,0
Kendall Hinton,121.2,24,16,1,0,0,0,0,0,0,0,0,23,15,175,11.7,1,10,40,0.9,10.9,0.652,7.6,15,11.7,175,1,0
Kendall Hinton,33.1,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logan Thomas,35.1,26,12,2,0,0,0,0,0,0,0,0,9,7,67,9.6,1,2,22,0.6,5.6,0.778,7.4,7,9.6,67,1,0
Logan Thomas,73.9,27,12,3,0,0,0,0,0,0,0,0,17,12,77,6.4,0,3,24,1,6.4,0.706,4.5,12,6.4,77,0,0
Logan Thomas,310.5,28,16,3,0,0,0,0,0,0,0,0,28,16,173,10.8,1,10,17,1,10.8,0.571,6.2,16,10.8,173,1,0
Logan Thomas,92.8,29,16,15,3,5,0,2,3,1.7,0.3,0.2,110,72,670,9.3,6,36,30,4.5,41.9,0.655,6.1,75,9,675,6,0
Logan Thomas,141.9,30,6,6,0,0,0,0,0,0,0,0,25,18,196,10.9,3,10,35,3,32.7,0.72,7.8,18,10.9,196,3,1
Logan Thomas,62.3,23,11,0,0,0,0,0,0,0,0,0,10,9,105,11.7,0,4,24,0.8,9.5,0.9,10.5,9,11.7,105,0,0
Dontrell Hilliard,16,24,14,0,13,49,2,3,11,3.8,3.5,0.9,15,12,92,7.7,0,4,19,0.9,6.6,0.8,6.1,25,5.6,141,2,2
Dontrell Hilliard,16,25,7,0,9,48,0,3,19,5.3,6.9,1.3,1,1,2,2,0,0,2,0.1,0.3,1,2,10,5,50,0,0
Dontrell Hilliard,0,0,5,0,9,48,0,3,19,5.3,9.6,1.8,1,1,2,2,0,0,2,0.2,0.4,1,2,10,5,50,0,0
Dontrell Hilliard,158.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
